Subject	Alter	Group	Block	Blocktype	congruency[Block]	correctRESP[Block]	lstBlockOrder	lstCheckInstructions	practice1	practice2	Procedure[Block]	Running[Block]	stimulus[Block]	stimulus.ACC	stimulus.CRESP	stimulus.RESP	stimulus.RT	stimulus1.ACC	stimulus1.CRESP	stimulus1.RESP	stimulus1.RT	stimulus2.ACC[Block]	stimulus2.CRESP[Block]	stimulus2.RESP[Block]	stimulus2.RT[Block]	target[Block]	Trial	congruency[Trial]	correctRESP[Trial]	lstcong20	lstcong80	lstMain	Procedure[Trial]	Running[Trial]	stimulus[Trial]	stimulus2.ACC[Trial]	stimulus2.CRESP[Trial]	stimulus2.RESP[Trial]	stimulus2.RT[Trial]	target[Trial]
51	21	1	25	lstcong80			1				BlockProc	lstBlockOrder															94	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	0	{-h}	{-g}	303	2
51	21	1	25	lstcong80			1				BlockProc	lstBlockOrder															95	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	241	1
51	21	1	25	lstcong80			1				BlockProc	lstBlockOrder															96	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	350	2
51	21	1	25	lstcong80			1				BlockProc	lstBlockOrder															97	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	559	2
51	21	1	25	lstcong80			1				BlockProc	lstBlockOrder															98	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	269	2
51	21	1	25	lstcong80			1				BlockProc	lstBlockOrder															99	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	399	1
51	21	1	25	lstcong80			1				BlockProc	lstBlockOrder															100	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	427	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															1	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	463	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															2	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	449	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															3	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	376	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															4	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	368	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															5	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	364	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															6	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	265	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															7	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	355	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															8	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	432	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															9	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	218	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															10	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	0	{-g}	{-h}	345	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															11	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	443	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															12	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	384	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															13	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	266	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															14	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	300	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															15	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	0	{-h}	{-g}	227	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															16	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	469	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															17	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	503	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															18	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	345	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															19	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	347	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															20	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	397	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															21	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	329	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															22	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	273	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															23	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	299	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															24	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	434	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															25	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	0	{-g}	{-h}	364	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															26	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	480	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															27	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	453	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															28	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	301	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															29	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	348	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															30	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	462	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															31	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	320	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															32	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	301	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															33	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	364	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															34	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	337	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															35	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	472	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															36	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	522	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															37	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	271	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															38	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	457	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															39	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	264	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															40	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	434	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															41	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	444	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															42	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	361	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															43	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	493	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															44	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	485	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															45	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	449	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															46	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	344	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															47	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	283	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															48	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	423	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															49	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	305	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															50	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	0	{-g}	{-h}	323	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															51	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	480	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															52	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	381	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															53	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	404	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															54	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	408	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															55	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	440	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															56	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	348	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															57	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	358	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															58	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	259	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															59	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	258	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															60	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	298	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															61	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	353	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															62	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	475	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															63	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	296	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															64	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	279	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															65	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	0	{-g}	{-h}	244	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															66	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	384	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															67	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	578	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															68	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	490	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															69	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	321	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															70	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	414	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															71	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	557	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															72	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	378	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															73	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	457	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															74	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	424	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															75	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	499	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															76	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	321	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															77	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	366	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															78	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	451	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															79	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	682	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															80	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	383	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															81	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	361	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															82	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	421	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															83	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	317	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															84	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	361	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															85	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	318	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															86	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	331	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															87	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	298	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															88	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	241	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															89	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	310	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															90	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	352	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															91	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	194	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															92	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	532	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															93	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	419	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															94	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	235	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															95	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	303	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															96	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	297	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															97	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	337	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															98	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	456	2
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															99	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	647	1
51	21	1	26	lstcong20			2				BlockProc	lstBlockOrder															100	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	0	{-g}	{-h}	284	1
52	20	1	1			{-g}		1			CheckInstr	lstCheckInstructions	N1.jpg					1	{-g}	{-g}	542					1														
52	20	1	2			{-h}		2			CheckInstr	lstCheckInstructions	N2.jpg					1	{-h}	{-h}	651					2														
52	20	1	3			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	478									1														
52	20	1	4			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	507									2														
52	20	1	5			{-h}			2		ProcPractice1	practice1	N2.jpg	0	{-h}	{-g}	428									2														
52	20	1	6			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	462									1														
52	20	1	7			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	471									1														
52	20	1	8			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	401									2														
52	20	1	9			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	525									2														
52	20	1	10			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	402									2														
52	20	1	11			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	494									1														
52	20	1	12			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	445									1														
52	20	1	13		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	742	2														
52	20	1	14		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	504	1														
52	20	1	15		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	601	2														
52	20	1	16		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	429	2														
52	20	1	17		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	463	1														
52	20	1	18		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	409	1														
52	20	1	19		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	536	1														
52	20	1	20		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	430	1														
52	20	1	21		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	368	1														
52	20	1	22		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	423	2														
52	20	1	23		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	377	2														
52	20	1	24		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	384	2														
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															1	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	414	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															2	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	486	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															3	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	474	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															4	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	380	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															5	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	428	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															6	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	438	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															7	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	482	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															8	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	535	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															9	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	358	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															10	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	291	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															11	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	370	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															12	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	369	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															13	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	321	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															14	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	0	{-h}	{-g}	229	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															15	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	567	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															16	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	380	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															17	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	603	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															18	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	296	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															19	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	0	{-h}	{-g}	311	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															20	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	505	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															21	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	387	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															22	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	0	{-g}	{-h}	341	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															23	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	303	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															24	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	321	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															25	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	534	2
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															26	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	389	1
52	20	1	25	lstcong20			2				BlockProc	lstBlockOrder															27	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	0	{-h}	{-g}	359	2
